Matric Number,Full Name,gender,date of birth,Faculty,department,programme,mode of entry,utme number,remark,dept_id,prog_id
230491,Karen Bossey Emike,FEMALE,2000-10-05,Public Health,Environmental Health Science,Environmental Health Science,DE,U8ucs9G44IbU,terminated,39,
243280,Darasimi Amodemaja Barakat,FEMALE,2000-10-06,Science,Botany,Botany,UTME,iJuIe93y2e2l,graduated,47,
219964,Mary Ogedengbe Abosede,FEMALE,2000-10-07,Agriculture,Animal Science,Animal Science,DE,1rXb9B5HubtE,terminated,5,
241880,Ibrahim Elemigungun Adisa,MALE,2000-10-08,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,H6Id9i2SLb2r,graduated,27,
236263,Divine Acheoa Osireyameh,FEMALE,2000-10-09,Science,Chemistry,Chemistry,DE,lKkB66OTlaFm,terminated,48,
243594,Sunday Udom ,MALE,2000-10-10,Science,Mathematics,Mathematics,UTME,MYG79jOTu1AQ,graduated,52,
234600,Godswill Omigie Osememeh,MALE,2000-10-11,Agriculture,Agricultural Economics,Agricultural Economics,DE,3GWK4yIPJtAw,terminated,1,
215562,Abeeb Adebayo Abiola,MALE,2000-10-12,Technology,Mechanical Engineering,Mechanical Engineering,UTME,9cyqVFXwbdO49,graduated,62,
241439,Inioluwa Aloye Oluwanifemi,FEMALE,2000-10-13,Arts,Linguistics and african Languages,Linguistics and african Languages,DE,0xX0kaIHn6xt,terminated,16,
229948,Blessing Fakeye Ayomide,FEMALE,2000-10-14,Education,Counselling and Human Development Studies,Counselling and Human Development Studies,UTME,K5T2eg9FnU7i,graduated,33,
221791,Sekinah Abdulrahman Jumoke,FEMALE,2000-10-15,Law,Law,L.L.B. LAW,DE,hi0ZcNbIHLuw,terminated,37,
231655,MAYOWA ADEIYA FLOURISH,FEMALE,2000-10-16,Technology,Petroleum Engineering,Petroleum Engineering,UTME,URTV3Vb2AiH52,graduated,63,
240976,Abdul-Mateen Tijani Adeyemi,MALE,2000-10-17,Agriculture,Animal Science,Animal Science,DE,p02k9lM76YY57,terminated,5,
231382,David Olaoye Kolajo,MALE,2000-10-18,Technology,Civil Engineering,Civil Engineering,UTME,VJjHYzJt1tvv,graduated,58,
236299,Excellence Omowole Toluwalemi,FEMALE,2000-10-19,Science,Chemistry,Chemistry,DE,oz0oQif8Cidr,terminated,48,
236824,Glory Ehimen Ehina,FEMALE,2000-10-20,The Social Sciences,Sociology,Sociology,UTME,LrkmjexJA38S,graduated,67,
244111,Ifeanyi Nwagboo Anthony,MALE,2000-10-21,Technology,Mechanical Engineering,Mechanical Engineering,DE,7GslvP49GecU,terminated,62,
234570,Abiola Olaniyi Isaac,MALE,2000-10-22,Agriculture,Agricultural Extension and Rural Development,Agricultural Extension and Rural Development,UTME,XCaE6POKcPkC,graduated,2,
229672,Marvellous Oyenpemi Afolake,FEMALE,2000-10-23,Education,Adult Education,Adult Education,DE,vdiWGtL3sM5P,terminated,31,
222444,Balikis Salaudeen Damilola,FEMALE,2000-10-24,Science,Chemistry,Chemistry,UTME,ko0zc8mu6lLf,graduated,48,
229643,Excelglory Bezaleel Momoyi,FEMALE,2000-10-25,Education,Adult Education,Adult Education,DE,hS5gmtQeQ1oT,terminated,31,
236738,SODICK HASSAN OPEYEMI,MALE,2000-10-26,Technology,Civil Engineering,Civil Engineering,UTME,EEAT8I5anRt56,graduated,58,
229627,Temitope Adesida Adebola,MALE,2000-10-27,Education,Adult Education,Adult Education,DE,KJvziSbE008P,terminated,31,
234631,Obadare Olabiyi Emmanuel,MALE,2000-10-28,Agriculture,Animal Science,Animal Science,UTME,9FBOQRxBDymC,graduated,5,
224025,Tayo Agboola -,MALE,2000-10-29,The Social Sciences,Political Science,Political Science,DE,GCtPyLIAdlZl,terminated,65,
221158,Adetayo Adeniji Tayelolu,FEMALE,2000-10-30,Education,Early Childhood and Educational Foundations,Early Childhood and Educational Foundations,UTME,b3ILXIlrocEb,graduated,73,
242942,Taiwo Oyetunji Oyekunle,MALE,2000-10-31,Law,Law,L.L.B. LAW,DE,PSj0zbxooihY,terminated,37,
231088,Divine Akoroda Elohoghene,FEMALE,2000-11-01,Science,Microbiology,Microbiology,UTME,3IdqwRpezLHj,graduated,53,
244274,God'S Ovili Delight,FEMALE,2000-11-02,The Social Sciences,Political Science,Political Science,DE,e3MDlJiYMu5e,terminated,65,
244442,David Agbeniyi Ayobami,MALE,2000-11-03,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,UTME,S1BsEsgm62FU,graduated,68,
235361,Hassanah Fasasi Oladimeji,FEMALE,2000-11-04,Clinical Sciences,Nursing,Nursing,DE,V1g9BJcHi3ll,terminated,25,
231342,Esther Adepoju Chinyere,FEMALE,2000-11-05,Technology,Civil Engineering,Civil Engineering,UTME,pKyORMJ12wz49,graduated,58,
230777,Charles Ugwu Chibuike,MALE,2000-11-06,Science,Botany,Botany,DE,heiGNtaD4HZR,terminated,47,
243422,Aishat Zubair Oyinkansola,FEMALE,2000-11-07,Science,Chemistry,Chemistry,UTME,shGZKCghAWIi,graduated,48,
220071,Ridwan Jimoh Abiodun,MALE,2000-11-08,Arts,Arabic and Islamic Studies,Arabic and Islamic Studies,DE,2u9vWlN0ABQI,terminated,10,
229683,Jacinta Ochulor Chiemela,FEMALE,2000-11-09,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,AfcA2cbV2h1R,graduated,71,
234830,Sodiq Oyewole Ademola,MALE,2000-11-10,Arts,English,English,DE,BgPUYGUmqJLx,terminated,13,
230377,Taiwo Wasiu Olawale,MALE,2000-11-11,Law,Law,L.L.B. LAW,UTME,FcU3zZN5OI7B,graduated,37,
244138,Samuel Adekoya Olawale,MALE,2000-11-12,Technology,Petroleum Engineering,Petroleum Engineering,DE,yTWb8OpBZGpA,terminated,63,
234734,Muh-Habeebullahi Solahudeen Adeniyi,MALE,2000-11-13,Arts,Arabic and Islamic Studies,Arabic and Islamic Studies,UTME,rp0N2pYG41rH,graduated,10,
222589,Mary Oloyede Ayomide,FEMALE,2000-11-14,Science,Geology,Geology,DE,Za334f1qc1FD,terminated,51,
242237,Ikimot Adeoye Ayomide,FEMALE,2000-11-15,Education,Adult Education,Adult Education,UTME,qmfOWj2TMcXI,graduated,31,
236338,Ameen Makinde Olatide,MALE,2000-11-16,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,t9AuP3VZEhxM,suspended,49,
230975,Sofiyah Folorunso Adunola,FEMALE,2000-11-17,Science,Geology,Geology,UTME,m0FzjnY51fSq,graduated,51,
236869,Favour Godfrey Okwukwe,FEMALE,2000-11-18,Technology,Industrial and Production Engineering,Industrial and Production Engineering,DE,Z14v3uJJevJY,terminated,61,
228723,Olamide Akinyemi Ayomide,FEMALE,2000-11-19,Arts,English,English,UTME,OL1oWw6aiSKh,graduated,13,
231322,David Olawale Adeola,MALE,2000-11-20,Technology,Agricultural and Environmental Engineering,Agricultural and Environmental Engineering,DE,RfAhqiwYN1LU,terminated,57,
235908,Bolanle Oyebade Ademide,FEMALE,2000-11-21,Education,Special Education,Special Education,UTME,KK39hcTOkfG57,graduated,36,
230887,Oreoluwa Akintibu James,MALE,2000-11-22,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,MDszpkKqnkPL,suspended,49,
230156,Bamidele Afolabi Wonuola,MALE,2000-11-23,Education,Special Education,Special Education,UTME,1wovGMYvHCmQ,graduated,36,
242744,Rerenimi Opaogun Lydia,FEMALE,2000-11-24,Education,Special Education,Special Education,DE,JGwMl7s2vuqZ,terminated,36,
228731,Adeola Badmus Christiana,FEMALE,2000-11-25,Arts,English,English,UTME,l4O0dLinc1Op,graduated,13,
229710,Oluwafayoke Osinaike Ayosubomi,FEMALE,2000-11-26,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,JAbQPsx26i9g,terminated,71,
235084,Oluwadamilola Adebayo Evelyn,FEMALE,2000-11-27,Public Health,Environmental Health Science,Environmental Health Science,UTME,Bvbal71CBOAC,graduated,39,
235626,Mercy Omojaro Motunrayo,FEMALE,2000-11-28,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,sRpY3Z4mn7NO,terminated,71,
223310,Peter Metu Damian,MALE,2000-11-29,Technology,Wood Products Engineering,Wood Products Engineering,UTME,3pkU8DM9GEph,graduated,70,
223195,Anthony Adenusi Ayomide,MALE,2000-11-30,Technology,Mechanical Engineering,Mechanical Engineering,DE,ie9wVH6GKnWW,terminated,62,
241786,Elizabeth Oladapo Oluwadarasimi,FEMALE,2000-12-01,Basic Medical Sciences,Physiology,Physiology,UTME,66v8zcCeDVXh,graduated,24,
207589,Sulaimon Eyinade Abiola,MALE,2000-12-02,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,CdzAmStwWoS51,terminated,68,
222414,Michael Odeyemi Bolajoko,MALE,2000-12-03,Science,Chemistry,Chemistry,UTME,BVI9QuHvBV2V,graduated,48,
231630,Emmanuel Oladapo Iyanuayo,MALE,2000-12-04,Technology,Mechanical Engineering,Mechanical Engineering,DE,hsYDmqNK6sPu,terminated,62,
236462,Elijah Ngene Tochukwu,MALE,2000-12-05,Science,Mathematics,Mathematics,UTME,Ns74xcIf6nmq,graduated,52,
222524,Arisekola Alabi Azeez,MALE,2000-12-06,Science,Geography (Science),Geography (Science),DE,SnMzv8PZyBKe,terminated,50,
240897,Bolatito Oyebade Adebanke,FEMALE,2000-12-07,Agriculture,Agricultural Economics,Agricultural Economics,UTME,9nWs3AAR236W,graduated,1,
235730,Favour Ayegbusi Oluwadarasimi,FEMALE,2000-12-08,Education,Educational Management,Educational Management,DE,gSVpKebX9Abi,terminated,32,
230363,Temidayo Oyeniyi Segun,MALE,2000-12-09,Law,Law,L.L.B. LAW,UTME,n78UYoKKd06W,graduated,37,
244123,Jeremiah Oludele Gbenga,MALE,2000-12-10,Technology,Mechanical Engineering,Mechanical Engineering,DE,HIV0rJSJ9YTb,terminated,62,
235586,Eniola Osuolale Helen,FEMALE,2000-12-11,Education,Science and Technology Education,Science and Technology Education,UTME,aUX2BabKvPD55,graduated,72,
244229,Success Ageh Chidera,FEMALE,2000-12-12,The Social Sciences,Political Science,Political Science,DE,Es7dvvIvM25a,terminated,65,
241829,Victor Adesipe Jesutofunmi,MALE,2000-12-13,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,ijfudcNGCMKI,graduated,27,
235373,Joy Orioke Toluwanimi,FEMALE,2000-12-14,Clinical Sciences,Physiotherapy,Physiotherapy,DE,hbG5Us4Z7Ys58,terminated,26,
236813,Adedayo Adesida Elizabeth,FEMALE,2000-12-15,Technology,Food Technology,Food Technology,UTME,v0Cy2e3WrSyy,graduated,60,
235553,Abdulqayum Abdulqadri Olaitan,MALE,2000-12-16,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,bPhQs8q9tWeL,terminated,71,
235825,Abisola Ademola Motunrayo,FEMALE,2000-12-17,Education,Human Kinetics,Human Kinetics,UTME,2YEMfBJZcZAA,graduated,87,
228526,Taofeek Olalekan Tunde,MALE,2000-12-18,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,UGReFfhcoaD57,terminated,79,
241918,Samuel Ojo Abidemi,MALE,2000-12-19,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,1jL0AXYSxN3n,graduated,27,
228593,Oluwanifemi Adesanmi Oluchi,FEMALE,2000-12-20,Arts,Classical Studies,Classical Studies,DE,MrfvWCBVOa84,terminated,21,
237031,Ayomide Adeleke Celestina,FEMALE,2000-12-21,The Social Sciences,Political Science,Political Science,UTME,D4QGziuiPl0h,graduated,65,
236191,Oghenerume Ophiohonren Oluwajuwonlo,MALE,2000-12-22,Renewable Natural Resources,Wildlife and Ecotourism Management,Wildlife and Ecotourism Management,DE,cJnW74Jk9EQb,terminated,43,
228949,Deborah Ayodele Oluwanifemi,FEMALE,2000-12-23,Arts,Philosophy,Philosophy,UTME,DVQx0F5WKdg52,graduated,18,
231417,Joel Ayobami Oluwagbenga,MALE,2000-12-24,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,TD4xrKljJf131,terminated,59,
237045,Precious Aniobi Chinazaekpere,FEMALE,2000-12-25,The Social Sciences,Political Science,Political Science,UTME,XBZayB1fjOt54,graduated,65,
243485,Daniel Ude Chinedu,MALE,2000-12-26,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,7AiS8e0Z3Biz,suspended,49,
242315,Jesutofunmi Akano Olamiposi,FEMALE,2000-12-27,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,UTME,VxOfzsE81320,graduated,71,
228742,EBUNOLUWA KUYE ELIZABETH,FEMALE,2000-12-28,Arts,English,English,DE,EpkyVpN6vYxt,terminated,13,
220353,Taiwo Adedokun Anuoluwa,FEMALE,2000-12-29,Arts,Linguistics and african Languages,Linguistics and african Languages,UTME,dBgR9rMw9tWj,graduated,16,
236940,Moyosoluwa Opeolu Deborah,FEMALE,2000-12-30,Technology,Mechanical Engineering,Mechanical Engineering,DE,S0ASQHFWFNoI,terminated,62,
241915,Aderoju Ogunmokun Micheal,MALE,2000-12-31,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,BBXhvFCC6WON,graduated,27,
244304,Mercy Chime Chinwendu,FEMALE,2001-01-01,The Social Sciences,Psychology,Psychology,DE,LMrVMROchg5c,terminated,66,
214514,Qazeem Hammed Adedolapo,MALE,2001-01-02,Pharmacy,Pharmacy,Pharmacy,UTME,PJY7bB7ebl4v,graduated,38,
235709,Grace Akorede Afolake,FEMALE,2001-01-03,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,8whU14Jtstlx,terminated,71,
235240,Stephen James Ayobami,MALE,2001-01-04,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,4oGqduV2htmK,graduated,27,
234789,Joshua Obisesan Oluwamayowa,MALE,2001-01-05,Arts,Communication and Language Arts,Communication and Language Arts,DE,aCLB5EOlOP120,terminated,12,
234950,Adetomiwa Onasanwo David,MALE,2001-01-06,Arts,Philosophy,Philosophy,UTME,ybHwNmoAKCmf,graduated,18,
243572,Promise Chukwuorji Nmesoma,FEMALE,2001-01-07,Science,Mathematics,Mathematics,DE,N9tRoXwGZ1mA,terminated,52,
242515,Alao Abdulhameed Aisha,FEMALE,2001-01-08,Education,Counselling and Human Development Studies,Counselling and Human Development Studies,UTME,GAZGYHSKzw1q,graduated,33,
230291,Peace Bolujoko Oluwatosin,FEMALE,2001-01-09,Law,Law,L.L.B. LAW,DE,Izp5hlKwuzFb,terminated,37,
241895,Destiny Josiah Samuel,MALE,2001-01-10,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,lb4Fb88VqzxW,graduated,27,
244296,Abraham Ali Oluwatosin,MALE,2001-01-11,The Social Sciences,Psychology,Psychology,DE,jYYS1aWhfXqg,terminated,66,
231363,Tunde Fakorede Ayodeji,MALE,2001-01-12,Technology,Civil Engineering,Civil Engineering,UTME,qNUOoWCgTz8G,graduated,58,
231020,Isa Babalola Gbolahan,MALE,2001-01-13,Science,Mathematics,Mathematics,DE,U8ucs9G44IbU,terminated,52,
230358,William Osuntoki Oluwole,MALE,2001-01-14,Law,Law,L.L.B. LAW,UTME,iJuIe93y2e2l,graduated,37,
242734,Lauretta Iduye Opemipo,FEMALE,2001-01-15,Education,Special Education,Special Education,DE,1rXb9B5HubtE,terminated,36,
229605,Esther Olaniyi Oluwaseyi,FEMALE,2001-01-16,Economics and Management Sciences,Economics,Economics,UTME,H6Id9i2SLb2r,graduated,29,
235224,Mary Edet Otoabasi,FEMALE,2001-01-17,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,lKkB66OTlaFm,terminated,27,
228806,Oluwadunsin Olatunde Samuel,MALE,2001-01-18,Arts,European Studies,European Studies,UTME,MYG79jOTu1AQ,graduated,14,
235294,Samson Uke Oghenero,MALE,2001-01-19,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,3GWK4yIPJtAw,terminated,27,
242250,Kaosarat Jimoh Oyinade,FEMALE,2001-01-20,Education,Adult Education,Adult Education,UTME,9cyqVFXwbdO50,graduated,31,
235023,Adeola Adenuga Elizabeth,FEMALE,2001-01-21,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,0xX0kaIHn6xt,terminated,27,
241422,Akachukwu Ozibo Emmanuel,MALE,2001-01-22,Arts,History,History,UTME,K5T2eg9FnU7i,graduated,15,
242030,Favour Aloba Moyinoluwa,FEMALE,2001-01-23,Clinical Sciences,Physiotherapy,Physiotherapy,DE,hi0ZcNbIHLuw,terminated,26,
241336,Iqmat Beyioku Iredamola,FEMALE,2001-01-24,Arts,European Studies,European Studies,UTME,URTV3Vb2AiH53,graduated,14,
241377,Benedict Adetoro Iyanuoluwa,MALE,2001-01-25,Arts,History,History,DE,p02k9lM76YY58,terminated,15,
231379,Kingsley Okereafor Chinedu,MALE,2001-01-26,Technology,Civil Engineering,Civil Engineering,UTME,VJjHYzJt1tvv,graduated,58,
228766,Peace Tsingari Israel,FEMALE,2001-01-27,Arts,English,English,DE,oz0oQif8Cidr,terminated,13,
241165,Aiwu Esele Ebimobowel,MALE,2001-01-28,Arts,Classical Studies,Classical Studies,UTME,LrkmjexJA38S,graduated,21,
235112,Shalom Ayorinde Ayooluwakintan,FEMALE,2001-01-29,Public Health,Human Nutrition and Dietetics,Human Nutrition and Dietetics,DE,7GslvP49GecU,terminated,40,
228761,Grace Philip Tolulope,FEMALE,2001-01-30,Arts,English,English,UTME,XCaE6POKcPkC,graduated,13,
243363,Stephanie Egere Esere,FEMALE,2001-01-31,Science,Chemistry,Chemistry,DE,vdiWGtL3sM5P,terminated,48,
236370,Bashir Rahman Akorede,MALE,2001-02-01,Science,Geography (Science),Geography (Science),UTME,ko0zc8mu6lLf,graduated,50,
223657,Oreoluwa Philus-Ogun Toluwanimi,FEMALE,2001-02-02,Education,Early Childhood and Educational Foundations,Early Childhood and Educational Foundations,DE,hS5gmtQeQ1oT,terminated,73,
234817,LOVINA ITA EKOH,FEMALE,2001-02-03,Arts,English,English,UTME,EEAT8I5anRt57,graduated,13,
224045,Michael Egbewale Toluwalase,MALE,2001-02-04,Dentistry,Dental Surgery,Dental Surgery,DE,KJvziSbE008P,terminated,28,
228838,Sharon Adisa Oyinkansola,FEMALE,2001-02-05,Arts,History,History,UTME,9FBOQRxBDymC,graduated,15,
236602,Dave Boboye Ademola,MALE,2001-02-06,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,GCtPyLIAdlZl,suspended,49,
236999,Samuel Abumere Ebosetalelase,MALE,2001-02-07,Technology,Wood Products Engineering,Wood Products Engineering,UTME,b3ILXIlrocEb,graduated,70,
229718,Yusuf Adegoke Alao,MALE,2001-02-08,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,PSj0zbxooihY,terminated,71,
241908,Elim Obisesan Obafemi,MALE,2001-02-09,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,3IdqwRpezLHj,graduated,27,
242399,John Olaniyan Ikechukwu,MALE,2001-02-10,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,e3MDlJiYMu5e,terminated,71,
237389,WURAOLA BAKARE ADEPEJU,FEMALE,2001-02-11,Public Health,Human Nutrition and Dietetics,Human Nutrition and Dietetics,UTME,S1BsEsgm62FU,graduated,40,
235343,Julius Adekunle Akorede,MALE,2001-02-12,Basic Medical Sciences,Physiology,Physiology,DE,V1g9BJcHi3ll,terminated,24,
234843,Shalom Onyema Chidera,FEMALE,2001-02-13,Arts,European Studies,European Studies,UTME,pKyORMJ12wz50,graduated,14,
243781,Favour Idebi Jesutamilore,FEMALE,2001-02-14,Science,Zoology,Zoology,DE,heiGNtaD4HZR,terminated,56,
241883,Stephen Fajugbagbe Adeniyi,MALE,2001-02-15,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,shGZKCghAWIi,graduated,27,
232034,Israel Olatunbosun Olamide,MALE,2001-02-16,Veterinary Medicine,Veterinary Medicine,Veterinary Medicine,DE,2u9vWlN0ABQI,terminated,68,
231391,Boluwatife Oyedipe Isaac,MALE,2001-02-17,Technology,Civil Engineering,Civil Engineering,UTME,AfcA2cbV2h1R,graduated,58,
235149,Omoyele Alade Olomola,MALE,2001-02-18,Basic Medical Sciences,BioMedical Laboratory Science,BioMedical Laboratory Science,DE,BgPUYGUmqJLx,terminated,22,
229516,Michelle Abiona Eniola,FEMALE,2001-02-19,Dentistry,Dental Surgery,Dental Surgery,UTME,FcU3zZN5OI7B,graduated,28,
243855,Adejare Aluko Israel-Favour,MALE,2001-02-20,Technology,Automotive Engineering,Automotive Engineering,DE,yTWb8OpBZGpA,terminated,98,
235512,Kehinde Ogunwale Abisola,FEMALE,2001-02-21,Education,Educational Management,Educational Management,UTME,rp0N2pYG41rH,graduated,32,
230329,Andrew Odiaka Olisemeke,MALE,2001-02-22,Law,Law,L.L.B. LAW,DE,Za334f1qc1FD,terminated,37,
231931,Ayomide Michael Adeyanju,MALE,2001-02-23,The Social Sciences,Sociology,Sociology,UTME,qmfOWj2TMcXI,graduated,67,
229698,Folashade David Precious,FEMALE,2001-02-24,Education,Arts and Social Sciences Education,Arts and Social Sciences Education,DE,t9AuP3VZEhxM,terminated,71,
230973,Johnson Falana Ifeoluwa,MALE,2001-02-25,Science,Geology,Geology,UTME,m0FzjnY51fSq,graduated,51,
231453,Abdlazeez Olasunkanmi Adedimeji,MALE,2001-02-26,Technology,Electrical and Electronics Engineering,Electrical and Electronics Engineering,DE,Z14v3uJJevJY,terminated,59,
243901,Ademola Ogunrinde Jonathan,MALE,2001-02-27,Technology,Civil Engineering,Civil Engineering,UTME,OL1oWw6aiSKh,graduated,58,
230588,Joseph Ajayi Oluwadamilola,MALE,2001-02-28,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,DE,RfAhqiwYN1LU,terminated,75,
242526,Lateefat Akintola Wuraola,FEMALE,2001-03-01,Education,Counselling and Human Development Studies,Counselling and Human Development Studies,UTME,KK39hcTOkfG58,graduated,33,
236427,David Shoile Odunayo,MALE,2001-03-02,Science,Chemistry,Chemistry,DE,MDszpkKqnkPL,terminated,48,
236397,Israel Olajide Olagoke,MALE,2001-03-03,Science,Geology,Geology,UTME,1wovGMYvHCmQ,graduated,51,
214420,Efeoghene Obi-Egbedi ,FEMALE,2001-03-04,Law,Law,L.L.B. LAW,DE,JGwMl7s2vuqZ,terminated,37,
220514,#NAME?,FEMALE,2001-03-05,Arts,European Studies,European Studies,UTME,l4O0dLinc1Op,graduated,14,
228741,Emmanuel Kolawole Oluwagbotemi,MALE,2001-03-06,Arts,English,English,DE,JAbQPsx26i9g,terminated,13,
236377,HABEEBAH ADIGUN MORENIKEJI,FEMALE,2001-03-07,Science,Geology,Geology,UTME,Bvbal71CBOAC,graduated,51,
236692,Omomurewa Farodoye Samuel,MALE,2001-03-08,Science,Geography (Science),Geography (Science),DE,sRpY3Z4mn7NO,terminated,50,
242637,Chisom Amande Hillary,MALE,2001-03-09,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",UTME,3pkU8DM9GEph,graduated,35,
237916,Elisha James Onuche,MALE,2001-03-10,Technology,Mechanical Engineering,Mechanical Engineering,DE,ie9wVH6GKnWW,terminated,62,
242753,Eriiyanuoluwasimi Abisogun Tamunoinaemi,MALE,2001-03-11,Environmental Design and Management,Architecture,Architecture,UTME,66v8zcCeDVXh,graduated,76,
228969,Favour Ogunjobi Adeoyin,FEMALE,2001-03-12,Education,"Library, Archival and Information Studies","Library, Archival and Information Studies",DE,CdzAmStwWoS52,terminated,35,
229188,Femi Ogundeyi Samuel,MALE,2001-03-13,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,UTME,BVI9QuHvBV2V,graduated,27,
243629,Richard Karaki Oluwatunmise,MALE,2001-03-14,Science,Microbiology,Microbiology,DE,hsYDmqNK6sPu,terminated,53,
241137,Victoria Peter Etim,FEMALE,2001-03-15,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,Ns74xcIf6nmq,graduated,79,
243734,Babamide Jayesimi Ezekiel,MALE,2001-03-16,Science,Statistics,Statistics,DE,SnMzv8PZyBKe,terminated,55,
231130,Esther Theophilus Ifeoluwa,FEMALE,2001-03-17,Science,Microbiology,Microbiology,UTME,9nWs3AAR236W,graduated,53,
241030,ESTHER ADENIRAN ADERONKE,FEMALE,2001-03-18,Agriculture,Soil Resources Management,Soil Resources Management,DE,gSVpKebX9Abi,terminated,92,
241755,Victory Ajose Jumoke,FEMALE,2001-03-19,Basic Medical Sciences,Physiology,Physiology,UTME,n78UYoKKd06W,graduated,24,
241518,Iyinoluwa Adeniyi Oluwatimilehin,MALE,2001-03-20,Arts,Philosophy,Philosophy,DE,HIV0rJSJ9YTb,terminated,18,
241978,Boluwatife Agbude Grace,FEMALE,2001-03-21,Clinical Sciences,Nursing,Nursing,UTME,aUX2BabKvPD56,graduated,25,
235344,Opeyemi Adeniji Victoria,FEMALE,2001-03-22,Dentistry,Dental Surgery,Dental Surgery,DE,Es7dvvIvM25a,terminated,28,
241605,Shalom Arome Chidiebere,MALE,2001-03-23,Arts,Theatre Arts,Theatre Arts,UTME,ijfudcNGCMKI,graduated,20,
231598,Oluwaseyi Akinbile Tony,MALE,2001-03-24,Technology,Mechanical Engineering,Mechanical Engineering,DE,hbG5Us4Z7Ys59,terminated,62,
236129,Ayonimofe Aluko Abraham,MALE,2001-03-25,Renewable Natural Resources,Aquaculture and Fisheries Management,Aquaculture and Fisheries Management,UTME,v0Cy2e3WrSyy,graduated,75,
243674,EMMANUEL CHINEGBO OLAMIPOSI,MALE,2001-03-26,Science,Physics,Physics,DE,bPhQs8q9tWeL,terminated,54,
230874,Anthony Adeeyinwo Abolade,MALE,2001-03-27,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,2YEMfBJZcZAA,graduated,49,
241823,Marvellous Adeoye Bukola,MALE,2001-03-28,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,UGReFfhcoaD58,terminated,27,
237213,Toluwalogo Adeoluwa Ayooluwa,MALE,2001-03-29,Agriculture,Animal Science,Animal Science,UTME,1jL0AXYSxN3n,graduated,5,
223445,Chiamaka Ezirim Jane,FEMALE,2001-03-30,The Social Sciences,Psychology,Psychology,DE,MrfvWCBVOa85,terminated,66,
212396,Jeremiah Ukemeabasi ,FEMALE,2001-03-31,Agriculture,Crop Protection and Environmental Biology,Crop Protection and Environmental Biology,UTME,D4QGziuiPl0h,graduated,7,
237654,Rachel Adewumi Otitobori,FEMALE,2001-04-01,Arts,English,English,DE,cJnW74Jk9EQb,terminated,13,
234812,Anjolaoluwa Arowojolu Victoria,FEMALE,2001-04-02,Arts,English,English,UTME,DVQx0F5WKdg53,graduated,13,
241861,Olasubomi Ayedero Abosede,FEMALE,2001-04-03,Clinical Sciences,Medicine and Surgery,Medicine and Surgery,DE,TD4xrKljJf132,terminated,27,
228271,Happiness Adeleye Temidayo,FEMALE,2001-04-04,Agriculture,Agricultural Economics,Agricultural Economics,UTME,XBZayB1fjOt55,graduated,1,
231621,Abimbola Iyiola Joseph,MALE,2001-04-05,Technology,Mechanical Engineering,Mechanical Engineering,DE,7AiS8e0Z3Biz,terminated,62,
230676,John Adeniyi Olubunmi,MALE,2001-04-06,Public Health,Human Nutrition and Dietetics,Human Nutrition and Dietetics,UTME,VxOfzsE81321,graduated,40,
237939,Olufolarin Oluwatayo Israel,MALE,2001-04-07,The Social Sciences,Psychology,Psychology,DE,EpkyVpN6vYxt,terminated,66,
223137,Mustopha Adekola Olamilekan,MALE,2001-04-08,Technology,Industrial and Production Engineering,Industrial and Production Engineering,UTME,dBgR9rMw9tWj,graduated,61,
