Matric Number,Full Name,gender,date of birth,Faculty,department,programme,mode of entry,utme number,remark,dept_id,prog_id
235406,Jumoke Abe Omolade,FEMALE,1995-04-03,Economics and Management Sciences,Economics,B.SC. (ECONOMICS),DE,LMrVMROchg5c,terminated,29,40
228877,Victoria Akindele Abimbola,FEMALE,1995-04-04,Arts,Linguistics and african Languages,B.A. (LINGUISTICS),UTME,PJY7bB7ebl4v,graduated,16,23
229996,Ridwan Ibrahim Oluwaponmile,MALE,1995-04-05,Education,Health Education,Health Education,DE,8whU14Jtstlx,terminated,88,128
237237,TOYYIBAT ISA OJOCHIDE,FEMALE,1995-04-06,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),UTME,4oGqduV2htmK,graduated,68,104
237242,Shalom Komolafe Tiwalola,FEMALE,1995-04-07,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,aCLB5EOlOP99,terminated,68,104
243676,Emmanuel Egunjobi Mayowa,MALE,1995-04-08,Science,Physics,B.SC. (PHYSICS),UTME,ybHwNmoAKCmf,graduated,54,89
232017,Shallom Makanjuola Oluwajumoke,FEMALE,1995-04-09,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,N9tRoXwGZ1mA,terminated,68,104
228959,Confidence Ikoawaji Awaji-Imam,MALE,1995-04-10,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,GAZGYHSKzw1q,graduated,18,26
241238,Racheal Olubode Oluwafunke,FEMALE,1995-04-11,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),DE,Izp5hlKwuzFb,terminated,12,15
230184,Rachael OMOARUNA Aisosa,FEMALE,1995-04-12,Education,Special Education,B.ED. (SPECIAL EDUCATION),UTME,lb4Fb88VqzxW,graduated,36,63
236168,Olayinka Ogundiran Joshua,MALE,1995-04-13,Renewable Natural Resources,Social and Environmental Forestry,B.Sc. (Social & Environmental Forestry),DE,jYYS1aWhfXqg,terminated,44,77
235325,Favour Olomiloro Olukanyinsola,FEMALE,1995-04-14,Clinical Sciences,Nursing,B.N.Sc. (Nursing),UTME,qNUOoWCgTz8G,graduated,25,34
231368,Oluwatosin Lawal Oluwajomiloju,MALE,1995-04-15,Technology,Civil Engineering,B.SC. (CIVIL ENGINEERING),DE,U8ucs9G44IbU,terminated,58,93
231696,Samuel Omoniyi Oluwaseyi,MALE,1995-04-16,Technology,Petroleum Engineering,B.SC. (PETROLEUM ENGINEERING),UTME,iJuIe93y2e2l,graduated,63,98
231853,Mary Obadan ,FEMALE,1995-04-17,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,1rXb9B5HubtE,terminated,66,102
223418,Paul Adewumi Aduragbemi,MALE,1995-04-18,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),UTME,H6Id9i2SLb2r,graduated,66,102
237224,Ifeoluwa Aremu Adeogo,FEMALE,1995-04-19,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,lKkB66OTlaFm,terminated,68,104
242410,Oluwaferanmi Oluwafemi Omolola,FEMALE,1995-04-20,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,MYG79jOTu1AQ,graduated,71,48
231318,Victor Odunfa Afioluwa,MALE,1995-04-21,Technology,Electrical and Electronics Engineering,B.SC. (ELECT/ELECT ENGINEERING),DE,3GWK4yIPJtAw,terminated,59,94
237317,Ibukunoluwa Aribisala Ebunoluwa,FEMALE,1995-04-22,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,9cyqVFXwbdO29,graduated,12,15
231844,Favour Granville Joseph,FEMALE,1995-04-23,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,0xX0kaIHn6xt,terminated,66,102
231874,Oghenefejiro Opubor Orighooye,FEMALE,1995-04-24,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),UTME,K5T2eg9FnU7i,graduated,66,102
230920,Anthony Osadare Olayemi,MALE,1995-04-25,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,hi0ZcNbIHLuw,suspended,49,84
242685,Abdurrahman Babalola Olalekan,MALE,1995-04-26,Education,Science and Technology Education,Science and Technology Education,UTME,URTV3Vb2AiH32,graduated,72,126
236882,Daniel Oguntominiyi Abimbade,MALE,1995-04-27,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),DE,p02k9lM76YY37,terminated,61,96
228659,Katherine Ashu Ekebobasi,FEMALE,1995-04-28,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,VJjHYzJt1tvv,graduated,12,15
241847,Favour Akinlosotu Oluwanifemi,FEMALE,1995-04-29,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),DE,oz0oQif8Cidr,terminated,27,32
232085,Moyosorejesu Ojo Emmanuel,MALE,1995-04-30,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,LrkmjexJA38S,graduated,49,84
231357,Abdullahi Bello Olawale,MALE,1995-05-01,Technology,Civil Engineering,B.SC. (CIVIL ENGINEERING),DE,7GslvP49GecU,terminated,58,93
237636,Esther Ademiju Titilayo,FEMALE,1995-05-02,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,XCaE6POKcPkC,graduated,12,15
243145,Oluwanifemi Boboye Adeola,FEMALE,1995-05-03,Public Health,Human Nutrition and Dietetics,B.SC. (HUMAN NUTRITION),DE,vdiWGtL3sM5P,terminated,40,74
236167,Victor Kusoro Oluwabusayo,MALE,1995-05-04,Renewable Natural Resources,Social and Environmental Forestry,B.Sc. (Social & Environmental Forestry),UTME,ko0zc8mu6lLf,graduated,44,77
229043,Oyindamola Bankole Hephzeba,FEMALE,1995-05-05,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,hS5gmtQeQ1oT,terminated,20,28
236424,Oluwadunmininu Otunla Elizabeth,FEMALE,1995-05-06,Science,Chemistry,B.SC. (CHEMISTRY),UTME,EEAT8I5anRt36,graduated,48,82
230925,Ayomide Popoola Ololade,MALE,1995-05-07,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,KJvziSbE008P,suspended,49,84
238061,Sheriff Abdulkareem Olamilekan,MALE,1995-05-08,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,9FBOQRxBDymC,graduated,18,26
230896,Olajide Bello David,MALE,1995-05-09,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,GCtPyLIAdlZl,suspended,49,84
230894,Abdulqudus Ayoola Bolaji,MALE,1995-05-10,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,b3ILXIlrocEb,graduated,49,84
235947,EMMANUEL OLATUNDE OLUWAFIKAYOMI,MALE,1995-05-11,Environmental Design and Management,Urban and Regional Planning,B.Sc. (Urban and Regional Planning),DE,PSj0zbxooihY,terminated,89,70
230886,Teniayo Akande Hassanat,FEMALE,1995-05-12,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,3IdqwRpezLHj,graduated,49,84
235847,Grace Adekunle Adeola,FEMALE,1995-05-13,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,e3MDlJiYMu5e,terminated,35,58
241860,David Attah Mitegbeyan-Evesho,MALE,1995-05-14,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,S1BsEsgm62FU,graduated,27,32
243565,Fahamat Alawiye Temitope,FEMALE,1995-05-15,Science,Mathematics,B.SC. (MATHEMATICS),DE,V1g9BJcHi3ll,terminated,52,87
237855,Oluwatimilehin Ishola Oluwajuwon,MALE,1995-05-16,Science,Chemistry,B.SC. (CHEMISTRY),UTME,pKyORMJ12wz29,graduated,48,82
242374,Muhsin Kolawole Hibbatullah,MALE,1995-05-17,Education,Arts and Social Sciences Education,B.ED (Geography),DE,heiGNtaD4HZR,terminated,71,48
231390,Champion Oyedepo Oluwaseun,MALE,1995-05-18,Technology,Civil Engineering,B.SC. (CIVIL ENGINEERING),UTME,shGZKCghAWIi,graduated,58,93
241717,Oluomachi Emmanuel Princess,FEMALE,1995-05-19,Basic Medical Sciences,BioMedical Laboratory Science,B. (MLS),DE,2u9vWlN0ABQI,terminated,22,30
241370,Bisola Oyedotun Odunayo,FEMALE,1995-05-20,Arts,European Studies,B.A. (FRENCH),UTME,AfcA2cbV2h1R,graduated,14,17
241178,Treasure Olaoluwa Toluwanimi,FEMALE,1995-05-21,Arts,Classical Studies,B.A. CLASSICS (combined),DE,BgPUYGUmqJLx,terminated,21,13
241270,Happiness Ajala Toluwani,FEMALE,1995-05-22,Arts,English,B.A. (ENGLISH),UTME,FcU3zZN5OI7B,graduated,13,16
244206,Simisola Odusanya Joy,FEMALE,1995-05-23,Technology,Wood Products Engineering,B.SC. (WOOD PRODUCTS ENGINEERING),DE,yTWb8OpBZGpA,terminated,70,99
237780,David Awe Oluwagbenga,MALE,1995-05-24,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),UTME,rp0N2pYG41rH,graduated,24,31
237946,Chidinma Amadi Benedicta,FEMALE,1995-05-25,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,Za334f1qc1FD,terminated,68,104
242728,OYINDAMOLA AYORINDE AYOBAMI,FEMALE,1995-05-26,Education,Special Education,B.ED. (SPECIAL EDUCATION),UTME,qmfOWj2TMcXI,graduated,36,63
236209,Ebunoluwa Adeosun Janet,FEMALE,1995-05-27,Science,Archaeology and Anthropology (Science),Anthropology,DE,t9AuP3VZEhxM,terminated,80,123
228774,Cachifa Balogun -,FEMALE,1995-05-28,Arts,European Studies,B.A. (FRENCH),UTME,m0FzjnY51fSq,graduated,14,17
242687,Adeola Francis Grace,FEMALE,1995-05-29,Education,Science and Technology Education,Science and Technology Education,DE,Z14v3uJJevJY,terminated,72,126
229701,Iyabode Fatoki Ganiyat,FEMALE,1995-05-30,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,OL1oWw6aiSKh,graduated,71,48
229793,Success Olaniyi Oluwatobi,FEMALE,1995-05-31,Education,Arts and Social Sciences Education,B.ED (Geography),DE,RfAhqiwYN1LU,terminated,71,48
241811,Precious Aboaba Fathia,FEMALE,1995-06-01,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,KK39hcTOkfG37,graduated,27,32
238147,Sarat Oyesade Wuraola,FEMALE,1995-06-02,Economics and Management Sciences,Economics,B.SC. (ECONOMICS),DE,MDszpkKqnkPL,terminated,29,40
229907,Anjolaoluwa Oludare Mercy,FEMALE,1995-06-03,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),UTME,1wovGMYvHCmQ,graduated,32,54
237440,Princess Okareh Atobue,FEMALE,1995-06-04,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,DE,JGwMl7s2vuqZ,terminated,26,36
235391,Joseph Fasina Godspower,MALE,1995-06-05,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,UTME,l4O0dLinc1Op,graduated,26,36
229908,Favour Olusegun Olamide,FEMALE,1995-06-06,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),DE,JAbQPsx26i9g,terminated,32,54
241294,Yetunde Ogunfolu Temitope,FEMALE,1995-06-07,Arts,English,B.A. (ENGLISH),UTME,Bvbal71CBOAC,graduated,13,16
241620,Ogochukwu Okoye Victoria,FEMALE,1995-06-08,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,sRpY3Z4mn7NO,terminated,20,28
229884,Favour Ayanlowo Ibukunoluwa,FEMALE,1995-06-09,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),UTME,3pkU8DM9GEph,graduated,32,54
241889,Muhammad Ibrahim Gibrima,MALE,1995-06-10,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),DE,ie9wVH6GKnWW,terminated,27,32
229732,Basirat Raji Abimbola,FEMALE,1995-06-11,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,66v8zcCeDVXh,graduated,71,48
236880,Chukwuemeka Offor Osarumwense,MALE,1995-06-12,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),DE,CdzAmStwWoS31,terminated,61,96
241873,Tochi Davidson Collins,MALE,1995-06-13,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,BVI9QuHvBV2V,graduated,27,32
243503,Precious Akindotuni Hope,FEMALE,1995-06-14,Science,Geology,B.SC. (GEOLOGY),DE,hsYDmqNK6sPu,terminated,51,86
235292,Benedict Ugor Akpanke,MALE,1995-06-15,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,Ns74xcIf6nmq,graduated,27,32
235492,Priscilla Ogunjinmi Oluwadara,FEMALE,1995-06-16,Education,Adult Education,B.ED. (ADULT EDUCATION),DE,SnMzv8PZyBKe,terminated,31,41
243660,Halimah Shuaib Dupe,FEMALE,1995-06-17,Science,Microbiology,B.SC. (MICROBIOLOGY),UTME,9nWs3AAR236W,graduated,53,88
242089_old,Osahenrumwen Omorodion _,MALE,1995-06-18,Dentistry,Dental Surgery,B.D.S. (Clinicals),DE,gSVpKebX9Abi,terminated,28,38
231986,Akinjide Akinola Jude,MALE,1995-06-19,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),UTME,n78UYoKKd06W,graduated,68,104
241167,Praise Lordson Ifeoluwa,FEMALE,1995-06-20,Arts,Classical Studies,B.A. CLASSICS (combined),DE,HIV0rJSJ9YTb,terminated,21,13
236415,Deborah Chima Oluwapelumi,FEMALE,1995-06-21,Science,Chemistry,B.SC. (CHEMISTRY),UTME,aUX2BabKvPD35,graduated,48,82
231197,Esther Akinmusire Adesewa,FEMALE,1995-06-22,Science,Statistics,B.SC. (STATISTICS),DE,Es7dvvIvM25a,terminated,55,90
229847,Ibukun Ajayi Elizabeth,FEMALE,1995-06-23,Education,Early Childhood and Educational Foundations,B.ED(Early Childhood Education),UTME,ijfudcNGCMKI,graduated,73,53
235110,Grace Alao Aanuoluwa,FEMALE,1995-06-24,Public Health,Human Nutrition and Dietetics,B.SC. (HUMAN NUTRITION),DE,hbG5Us4Z7Ys38,terminated,40,74
243456,Abdulrahman Idris Taiwo,MALE,1995-06-25,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,v0Cy2e3WrSyy,graduated,49,84
236411,Jephthah Akubuike Chinemerem,MALE,1995-06-26,Science,Chemistry,B.SC. (CHEMISTRY),DE,bPhQs8q9tWeL,terminated,48,82
231232,Moyosoluwa Opeseitan Adedamola,FEMALE,1995-06-27,Science,Statistics,B.SC. (STATISTICS),UTME,2YEMfBJZcZAA,graduated,55,90
242626,Adebola Adeyemi Aliyah,FEMALE,1995-06-28,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,UGReFfhcoaD37,terminated,35,58
237971,Kehinde Oloko Olaide,FEMALE,1995-06-29,Arts,Linguistics and african Languages,B.A. (LINGUISTICS),UTME,1jL0AXYSxN3n,graduated,16,23
231841,Morenike Folaranmi Oyindamola,FEMALE,1995-06-30,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,MrfvWCBVOa64,terminated,66,102
230941,EKENEDILICHUKWU OKECHUKWU JESUTOFUNMI,FEMALE,1995-07-01,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,UTME,D4QGziuiPl0h,graduated,26,36
243622,Mariam Bello Temidun,FEMALE,1995-07-02,Science,Microbiology,B.SC. (MICROBIOLOGY),DE,cJnW74Jk9EQb,terminated,53,88
243431,Oluwakorede Adeogun Erioreoluwa,MALE,1995-07-03,Science,Computer Science,B.SC. (COMPUTER SCIENCE),UTME,DVQx0F5WKdg32,graduated,49,84
237347,Nancy Akoleowo Anjolaoluwa,FEMALE,1995-07-04,Arts,Philosophy,B.A. (PHILOSOPHY),DE,TD4xrKljJf111,terminated,18,26
235731,Jesutofunmi Ayeni Great,FEMALE,1995-07-05,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),UTME,XBZayB1fjOt34,graduated,32,54
242659,Anuoluwapo Oluowolabi Oluwanifemi,FEMALE,1995-07-06,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,7AiS8e0Z3Biz,terminated,35,58
244474_old_20638,Tamaraetinah Kanjo Ikeoluwa,FEMALE,1995-07-07,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),UTME,VxOfzsE81300,graduated,68,104
243531,CHELSEA OJO DAMILOLA,FEMALE,1995-07-08,Science,Geology,B.SC. (GEOLOGY),DE,EpkyVpN6vYxt,terminated,51,86
237379,Grace Ajayi Adetola,FEMALE,1995-07-09,Public Health,Environmental Health Science,B.EHS,UTME,dBgR9rMw9tWj,graduated,39,73
243830,Mustopha Mubarak Hamzah,MALE,1995-07-10,Technology,Agricultural and Environmental Engineering,B.SC. (AGRIC. ENGINEERING),DE,S0ASQHFWFNoI,terminated,57,92
230436,Oyindamola Odelola Motunrayo,FEMALE,1995-07-11,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,BBXhvFCC6WON,graduated,38,72
241667,Temiloluwa Bolodeoku Stephanie,FEMALE,1995-07-12,Basic Medical Sciences,Biochemistry,B.SC. (BIOCHEMISTRY),DE,LMrVMROchg5c,terminated,23,29
228828,Blessing Adebayo Omolara,FEMALE,1995-07-13,Arts,History,B.A. (HISTORY),UTME,PJY7bB7ebl4v,graduated,15,22
235646,Ayomide Adeniran Abdulmalik,MALE,1995-07-14,Education,Arts and Social Sciences Education,B.ED (Geography),DE,8whU14Jtstlx,terminated,71,48
237872,Samuel Olabisi Oladunni,MALE,1995-07-15,Science,Chemistry,B.SC. (CHEMISTRY),UTME,4oGqduV2htmK,graduated,48,82
237861,Favour Adeniranye Ayomide,FEMALE,1995-07-16,Science,Chemistry,B.SC. (CHEMISTRY),DE,aCLB5EOlOP100,terminated,48,82
241802,Esther Oyewale Taiwo,FEMALE,1995-07-17,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),UTME,ybHwNmoAKCmf,graduated,24,31
241801,Elizabeth Oyewale Kehinde,FEMALE,1995-07-18,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),DE,N9tRoXwGZ1mA,terminated,24,31
221936,Oluwasegun Adedeji Philemon,MALE,1995-07-19,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,GAZGYHSKzw1q,graduated,38,72
236885,Oreoluwa Olajide Isaiah,MALE,1995-07-20,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),DE,Izp5hlKwuzFb,terminated,61,96
228591,Grace Aborisade Boluwatife,FEMALE,1995-07-21,Arts,Classical Studies,B.A. CLASSICS (combined),UTME,lb4Fb88VqzxW,graduated,21,13
228902,SHUKURAT SANUSI ADUNNI,FEMALE,1995-07-22,Arts,Linguistics and african Languages,B.A. (LINGUISTICS),DE,jYYS1aWhfXqg,terminated,16,23
231224,Shukuroh Oladokun Tolani,FEMALE,1995-07-23,Science,Statistics,B.SC. (STATISTICS),UTME,qNUOoWCgTz8G,graduated,55,90
242661,Omowunmi Omoniyi Misturah,FEMALE,1995-07-24,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,U8ucs9G44IbU,terminated,35,58
220251,Isaiah Adeyemi Ayodeji,MALE,1995-07-25,Arts,European Studies,B.A. (FRENCH),UTME,iJuIe93y2e2l,graduated,14,17
234725,Precious Umoren George,FEMALE,1995-07-26,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,1rXb9B5HubtE,terminated,79,
243414,Kerimot Salami Oluwabusayo,FEMALE,1995-07-27,Science,Chemistry,B.SC. (CHEMISTRY),UTME,H6Id9i2SLb2r,graduated,48,82
244162,Ifeoluwa Babalola David,MALE,1995-07-28,Technology,Petroleum Engineering,B.SC. (PETROLEUM ENGINEERING),DE,lKkB66OTlaFm,terminated,63,98
243849,Ifeoluwa Adediji Joshua,MALE,1995-07-29,Technology,Automotive Engineering,Automotive Engineering,UTME,MYG79jOTu1AQ,graduated,98,149
231442,Samuel Nombur Sughnenter,MALE,1995-07-30,Technology,Electrical and Electronics Engineering,B.SC. (ELECT/ELECT ENGINEERING),DE,3GWK4yIPJtAw,terminated,59,94
236976,Israel Nwokie Onyedikachi,MALE,1995-07-31,Technology,Petroleum Engineering,B.SC. (PETROLEUM ENGINEERING),UTME,9cyqVFXwbdO30,graduated,63,98
222016,Moyosore Otikunrin Victoria,FEMALE,1995-08-01,Pharmacy,Pharmacy,B.PHARM (PHARMACY),DE,0xX0kaIHn6xt,terminated,38,72
221945,Bamise Adeniyi David,MALE,1995-08-02,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,K5T2eg9FnU7i,graduated,38,72
244433,Oluwatomiwa Adekunle Praise,MALE,1995-08-03,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,hi0ZcNbIHLuw,terminated,68,104
230447,Caleb Okegbemi Kehinde,MALE,1995-08-04,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,URTV3Vb2AiH33,graduated,38,72
207930,Imisioluwa Adedayo Dunmininu,FEMALE,1995-08-05,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,p02k9lM76YY38,terminated,68,104
241645,Israel Adedeji Adedayo,MALE,1995-08-06,Basic Medical Sciences,Biochemistry,B.SC. (BIOCHEMISTRY),UTME,VJjHYzJt1tvv,graduated,23,29
242370,Abdullahi Jimoh Adedimeji,MALE,1995-08-07,Education,Arts and Social Sciences Education,B.ED (Geography),DE,oz0oQif8Cidr,terminated,71,48
231076,Ibrahim Adekunle Alabi,MALE,1995-08-08,Science,Microbiology,B.SC. (MICROBIOLOGY),UTME,LrkmjexJA38S,graduated,53,88
236311,Marvellous Temilola Temidayo,MALE,1995-08-09,Science,Chemistry,B.SC. (CHEMISTRY),DE,7GslvP49GecU,terminated,48,82
236754,Tiwaloluwa Olowe Monijesu,FEMALE,1995-08-10,Technology,Civil Engineering,B.SC. (CIVIL ENGINEERING),UTME,XCaE6POKcPkC,graduated,58,93
232163,Abraham Djakpo Oghenemarho,MALE,1995-08-11,Public Health,Environmental Health Science,B.EHS,DE,vdiWGtL3sM5P,terminated,39,73
234933,Boluwatife Ayilara Adeolu,MALE,1995-08-12,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,ko0zc8mu6lLf,graduated,18,26
241904,Abdullahi Murithadoh Akorede,MALE,1995-08-13,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),DE,hS5gmtQeQ1oT,terminated,27,32
236455,Jideofor Idika Ogbonnaya,MALE,1995-08-14,Science,Mathematics,B.SC. (MATHEMATICS),UTME,EEAT8I5anRt37,graduated,52,87
237854,Inioluwa Ige Precious,MALE,1995-08-15,Renewable Natural Resources,Wildlife and Ecotourism Management,B.Sc. (Wildlife),DE,KJvziSbE008P,terminated,43,78
242058,Feyisayo Sanusi Joy,FEMALE,1995-08-16,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,UTME,9FBOQRxBDymC,graduated,26,36
237075,Mercy Olayemi Oluwanifemi,FEMALE,1995-08-17,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),DE,GCtPyLIAdlZl,terminated,65,101
242551,Blessing Oghena Omoneh,FEMALE,1995-08-18,Education,Counselling and Human Development Studies,B.ED. (Counselling and Human Development Studies),UTME,b3ILXIlrocEb,graduated,33,55
243086,Boluwatife Ewetade Oluwaseyi,FEMALE,1995-08-19,Public Health,Environmental Health Science,B.EHS,DE,PSj0zbxooihY,terminated,39,73
231839,Motunrayo Farinloye Adetoun,FEMALE,1995-08-20,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),UTME,3IdqwRpezLHj,graduated,66,102
235107,Esther Aguda Olamide,FEMALE,1995-08-21,Public Health,Human Nutrition and Dietetics,B.SC. (HUMAN NUTRITION),DE,e3MDlJiYMu5e,terminated,40,74
231438,Boluwatife Leke-Oduoye Promise,MALE,1995-08-22,Technology,Electrical and Electronics Engineering,B.SC. (ELECT/ELECT ENGINEERING),UTME,S1BsEsgm62FU,graduated,59,94
241781,Immaculate Obitayo Oluwafunmisi,FEMALE,1995-08-23,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),DE,V1g9BJcHi3ll,terminated,24,31
243772,Hikmat Animasaun Omolade,FEMALE,1995-08-24,Science,Zoology,B.SC. (ZOOLOGY),UTME,pKyORMJ12wz30,graduated,56,91
232032,Gloria Olalubi Jesupemi,FEMALE,1995-08-25,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,heiGNtaD4HZR,terminated,68,104
242071,Salmah Alli Atinuke,FEMALE,1995-08-26,Dentistry,Dental Surgery,B.D.S. (Clinicals),UTME,shGZKCghAWIi,graduated,28,38
242646,Rianat Musbaudeen Omobolanle,FEMALE,1995-08-27,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,2u9vWlN0ABQI,terminated,35,58
234912,Destiny Ayantola Olajide,FEMALE,1995-08-28,Arts,Linguistics and african Languages,B.A. (LINGUISTICS),UTME,AfcA2cbV2h1R,graduated,16,23
241633,Mariam Rufai Ayobami,FEMALE,1995-08-29,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,BgPUYGUmqJLx,terminated,20,28
234567,Adedoyin Okubadejo Ayonitemi,FEMALE,1995-08-30,Agriculture,Agricultural Extension and Rural Development,B.Agric (Agricultural Extension and Rural Development),UTME,FcU3zZN5OI7B,graduated,2,2
228615,Oyindamola Ogundotun Favour,FEMALE,1995-08-31,Arts,Classical Studies,B.A. CLASSICS (combined),DE,yTWb8OpBZGpA,terminated,21,13
228610,Mariam Lawal Yetunde,FEMALE,1995-09-01,Arts,Classical Studies,B.A. CLASSICS (combined),UTME,rp0N2pYG41rH,graduated,21,13
235328,Onyinye Oselukwue Maryjane,FEMALE,1995-09-02,Clinical Sciences,Nursing,B.N.Sc. (Nursing),DE,Za334f1qc1FD,terminated,25,34
230226,ABUBAKAR YAHAYA OPEYEMI,MALE,1995-09-03,Environmental Design and Management,Estate Management,B.Sc. (Estate Management),UTME,qmfOWj2TMcXI,graduated,90,69
236902,Joseph Adefaye Oluwatimilehin,MALE,1995-09-04,Technology,Mechanical Engineering,B.SC. (MECHANICAL ENGINEERING),DE,t9AuP3VZEhxM,terminated,62,97
235491,Zainab Kolawole Alaba,FEMALE,1995-09-05,Education,Adult Education,B.ED. (ADULT EDUCATION),UTME,m0FzjnY51fSq,graduated,31,41
240887,Mistura Odebiyi Damilola,FEMALE,1995-09-06,Agriculture,Agricultural Economics,B.Sc. (Agricultural Economics),DE,Z14v3uJJevJY,terminated,1,1
243049,Frances Omigie Ifueko,FEMALE,1995-09-07,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,OL1oWw6aiSKh,graduated,38,72
220323,Hassanat Raji Kehinde,FEMALE,1995-09-08,Arts,History,B.A. (HISTORY),DE,RfAhqiwYN1LU,terminated,15,22
242634,Oluwanifemi Akinsola Glory,FEMALE,1995-09-09,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),UTME,KK39hcTOkfG38,graduated,35,58
236814,Ibukunoluwa Adeyemi Dorcas,FEMALE,1995-09-10,Science,Microbiology,B.SC. (MICROBIOLOGY),DE,MDszpkKqnkPL,terminated,53,88
236570,Jehovah-Nissi Njoagwuani Obuchukwu,MALE,1995-09-11,Science,Physics,B.SC. (PHYSICS),UTME,1wovGMYvHCmQ,graduated,54,89
241777,David Ladapo Mobolaji,MALE,1995-09-12,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),DE,JGwMl7s2vuqZ,terminated,24,31
